taxonKey,taxonID,scientificName,taxonomicStatus,acceptedKey,acceptedName,acceptedTaxonRank,acceptedKingdom
160844949,60094,Chamaesyce serpens (Kunth) Small,HOMOTYPIC_SYNONYM,3064221,Euphorbia serpens Kunth,SPECIES,Plantae
160844950,60203,"Ophioblennius atlanticus (Valenciennes, 1836)",ACCEPTED,2395284,"Ophioblennius atlanticus (Valenciennes, 1836)",SPECIES,Animalia
160844953,60180,"Lutjanus fulviflamma (ForsskÃ¥l, 1775)",ACCEPTED,2384777,"Lutjanus fulviflamma (Forsskål, 1775)",SPECIES,Animalia
160844954,60093,Chamaesyce maculata (L.) Small,HOMOTYPIC_SYNONYM,3067119,Euphorbia maculata L.,SPECIES,Plantae
160844956,60236,"Pomacanthus maculosus (ForsskÃ¥l, 1775)",ACCEPTED,2396444,"Pomacanthus maculosus (Forsskål, 1775)",SPECIES,Animalia
160844957,60251,Ricinus communis L.,ACCEPTED,5380041,Ricinus communis L.,SPECIES,Plantae
160844958,60159,"Holacanthus africanus Cadenat, 1951",ACCEPTED,5211464,"Holacanthus africanus Cadenat, 1951",SPECIES,Animalia
160844959,60139,Euphorbia hypericifolia L.,ACCEPTED,3066321,Euphorbia hypericifolia L.,SPECIES,Plantae
160844961,60157,"Heniochus intermedius Steindachner, 1893",ACCEPTED,2385717,"Heniochus intermedius Steindachner, 1893",SPECIES,Animalia
160844962,60141,Euphorbia prostrata Aiton,ACCEPTED,3067891,Euphorbia prostrata Aiton,SPECIES,Plantae
160844964,60140,Euphorbia maculata L.,ACCEPTED,3067119,Euphorbia maculata L.,SPECIES,Plantae
160844965,60167,"Kyphosus vaigiensis (Quoy & Gaimard, 1825)",ACCEPTED,2381337,"Kyphosus vaigiensis (Quoy & Gaimard, 1825)",SPECIES,Animalia
160844966,60142,Euphorbia serpens Baill.,DOUBTFUL,8178073,"Euphorbia serpens Baill., 1862",SPECIES,Plantae
160844969,60130,"Epinephelus malabaricus (Bloch & Schneider, 1801)",ACCEPTED,2388220,"Epinephelus malabaricus (Bloch & Schneider, 1801)",SPECIES,Animalia
160844971,60088,"Cephalopholis hemistiktos (RÃ¼ppell, 1830)",ACCEPTED,2388914,"Cephalopholis hemistiktos (Rüppell, 1830)",SPECIES,Animalia
160844972,60089,"Cephalopholis nigri (GÃ¼nther, 1859)",ACCEPTED,2388954,"Cephalopholis nigri (Günther, 1859)",SPECIES,Animalia
160844973,60248,Quercus robur L.,ACCEPTED,2878688,Quercus robur L.,SPECIES,Plantae
